frequency,pdr
11,-31.0
12,-31.0
13,-31.0
14,-31.0
15,-31.0
16,-31.0
17,-32.5
18,-33.2
19,-33.2
20,-33.9
21,-34.0
22,-34.0
23,-34.0
24,-34.9
25,-35.0
26,-35.0
