frequency,pdr
11,-46.0
12,-46.0
13,-46.0
14,-46.0
15,-46.0
16,-46.7
17,-48.1
18,-49.0
19,-49.3
20,-51.7
21,-52.4
22,-53.6
23,-54.3
24,-53.6
25,-52.0
26,-52.0
