frequency,pdr
11,-67.2
12,-69.9
13,-67.0
14,-64.0
15,-64.0
16,-64.0
17,-67.0
18,-67.0
19,-64.1
20,-63.0
21,-62.0
22,-63.7
23,-65.5
24,-67.0
25,-67.0
26,-67.0
