frequency,pdr
11,-76.0
12,-73.0
13,-73.1
14,-74.4
15,-74.0
16,-73.0
17,-73.0
18,-73.0
19,-76.0
20,-79.1
21,-82.0
22,-78.875
23,-76.0
24,-76.0
25,-76.0
26,-77.3636363636
