frequency,pdr
11,-50.6
12,-53.1
13,-65.8
14,-61.5
15,-55.0
16,-55.0
17,-54.0
18,-52.2
19,-52.8
20,-55.0
21,-53.0
22,-52.0
23,-51.3
24,-52.0
25,-55.0
26,-58.0
