frequency,pdr
11,-63.9
12,-61.0
13,-62.8
14,-64.4444444444
15,-67.0
16,-68.0
17,-64.4
18,-62.8
19,-70.2
20,-67.0
21,-61.0
22,-61.0
23,-64.0
24,-65.0
25,-65.4
26,-64.8
