frequency,pdr
11,-50.5
12,-60.3333333333
13,-54.7777777778
14,-52.0
15,-46.0
16,-46.0
17,-43.0
18,-43.0
19,-43.1
20,-43.2
21,-53.3
22,-50.0
23,-51.0
24,-52.8
25,-49.0
26,-50.5
