frequency,pdr
11,-79.5
12,-80.3333333333
13,-79.0
14,-80.9
15,-83.1
16,-88.0
17,-88.1428571429
18,-86.7142857143
19,-88.9
20,-88.3
21,-86.5555555556
22,-82.625
23,-80.6666666667
24,-79.0
25,-79.3
26,-81.4
