frequency,pdr
11,-88.75
12,-87.1111111111
13,-88.0
14,-87.7
15,-86.0
16,-85.1
17,-86.0
18,-88.2
19,-90.6
20,-88.1
21,-87.7
23,-89.0
24,-85.9
25,-85.0
26,-87.1
