frequency,pdr
11,-43.0
12,-44.7
13,-44.9
14,-48.9
15,-44.0
16,-46.0
17,-45.6
18,-49.0
19,-63.7
20,-49.0
21,-45.1
22,-46.0
23,-53.8
24,-41.0
25,-40.1
26,-43.0
