frequency,pdr
11,-67.2
12,-69.5
13,-70.0
14,-71.7
15,-70.3
16,-70.0
17,-69.2
18,-68.9
19,-68.9
20,-69.9
21,-70.1
22,-72.5
23,-73.0
24,-71.0
25,-70.0
26,-70.0
