frequency,pdr
11,-70.0
12,-64.0
13,-67.1111111111
14,-65.2
15,-62.3
16,-67.8
17,-63.1
18,-63.5
19,-61.4
20,-73.1
21,-69.3
22,-70.0
23,-67.0
24,-60.3
25,-58.5
26,-70.4
