frequency,pdr
11,10.7492795389
12,10.9221902017
13,10.9798270893
14,12.2766570605
15,12.4207492795
16,12.0461095101
17,12.0461095101
18,11.3832853026
19,13.0547550432
20,12.5936599424
21,13.0259365994
22,9.48126801153
23,13.083573487
24,13.4005763689
25,13.1700288184
26,13.4582132565
