frequency,avg_rssi
11,-57.3177570093
12,-56.9861111111
13,-57.4895635674
14,-57.5635673624
15,-58.2440191388
16,-58.5825396825
17,-58.0310880829
18,-58.8380165289
19,-59.2161234991
20,-60.4095238095
21,-60.1351351351
22,-59.705229794
23,-59.4659270998
24,-59.4658187599
25,-59.7860538827
26,-60.4333333333
