frequency,avg_rssi
11,-57.5293103448
12,-58.0551839465
13,-58.2247933884
14,-57.2208695652
15,-57.6291600634
16,-58.3667232598
17,-58.1666666667
18,-58.5234521576
19,-58.0887372014
20,-59.1004784689
21,-58.8396825397
22,-58.2968253968
23,-58.573015873
24,-59.2396825397
25,-58.5634920635
26,-59.3285486443
