frequency,avg_rssi
11,-65.2939130435
12,-63.763496144
13,-64.8752475248
14,-63.7451403888
15,-65.4752
16,-65.8543165468
17,-66.4476650564
18,-65.5866209262
19,-65.1523809524
20,-64.663476874
21,-64.9047619048
22,-64.7790143084
23,-65.9444444444
24,-66.4627575277
25,-66.4689984102
26,-67.1234177215
