frequency,avg_rssi
11,-62.8050847458
12,-60.3674540682
13,-62.7870528109
14,-62.7048543689
15,-64.2022292994
16,-64.5746031746
17,-63.6504504505
18,-64.0675675676
19,-62.3783783784
20,-65.1945337621
21,-65.0958466454
22,-65.1255961844
23,-65.4285714286
24,-65.8301587302
25,-65.5356576862
26,-65.2777777778
