frequency,avg_rssi
11,-54.7561779242
12,-55.6304
13,-56.3086003373
14,-55.9590747331
15,-57.0700636943
16,-56.5916230366
17,-56.6617647059
18,-55.8883161512
19,-56.2765598651
20,-57.1717011129
21,-56.7122416534
22,-56.3179650238
23,-56.0587301587
24,-56.3095238095
25,-57.6873015873
26,-57.4317460317
