frequency,avg_rssi
11,-60.8915254237
12,-58.5973333333
13,-60.3128712871
14,-60.9421338156
15,-61.5493630573
16,-62.2377179081
17,-61.5840707965
18,-62.2257525084
19,-63.1079365079
20,-62.6015873016
21,-63.0763116057
22,-62.2900158479
23,-62.2571428571
24,-62.9761904762
25,-63.1787974684
26,-63.3365079365
