frequency,avg_rssi
11,-59.1767676768
12,-58.6188679245
13,-60.0066334992
14,-59.6476510067
15,-60.666136725
16,-60.72
17,-61.0881863561
18,-60.7119205298
19,-59.706557377
20,-60.9538216561
21,-61.4483306836
22,-61.0257648953
23,-61.2333333333
24,-60.8698412698
25,-60.4174603175
26,-60.7158730159
