frequency,avg_rssi
11,-58.6380952381
12,-58.9636363636
13,-59.3740095087
14,-59.3057324841
15,-59.666136725
16,-58.9160714286
17,-59.2248322148
18,-57.6673346693
19,-58.8578595318
20,-59.5571428571
21,-59.9077901431
22,-59.7365079365
23,-61.4777777778
24,-61.080952381
25,-61.3074484945
26,-61.8206349206
