frequency,avg_rssi
11,-63.3590909091
12,-65.7628865979
13,-63.9685714286
14,-65.7200704225
15,-65.8410914928
16,-65.2203672788
17,-64.8405511811
18,-65.5328836425
19,-66.5126984127
20,-65.7054140127
21,-66.7885532591
22,-66.3451612903
23,-66.0444444444
24,-65.580952381
25,-66.0777777778
26,-66.8761904762
