frequency,avg_rssi
11,-60.6022514071
12,-59.8154425612
13,-59.0434782609
14,-59.1807017544
15,-59.4022257552
16,-59.9586919105
17,-60.7621832359
18,-60.8167808219
19,-61.067357513
20,-61.3799682035
21,-60.8871224165
22,-61.0777777778
23,-60.8777777778
24,-60.824088748
25,-61.5189873418
26,-62.5904761905
