frequency,avg_rssi
11,-57.2271805274
12,-56.5330948122
13,-57.006514658
14,-56.4044265594
15,-57.5295055821
16,-58.3676703645
17,-57.6175972927
18,-57.8820512821
19,-56.5436241611
20,-58.1238095238
21,-57.9761904762
22,-58.2111111111
23,-58.1870047544
24,-58.5396825397
25,-58.9698412698
26,-58.6238095238
