frequency,avg_rssi
11,-58.6923076923
12,-58.7336769759
13,-58.1829710145
14,-58.07504363
15,-57.8248407643
16,-56.9172794118
17,-58.4427860697
18,-57.7904411765
19,-58.1888888889
20,-58.8548644338
21,-58.3926868045
22,-58.5159235669
23,-60.0553797468
24,-60.0221870048
25,-60.4238095238
26,-60.4682539683
